Unnamed: 0;Clothing.ID;Age;Title;Review.Text;Rating;Recommended.IND;Positive.Feedback.Count;Division.Name;Department.Name;Class.Name;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Review.Sentiment;Title.Sentiment;Review.Sentiment.Numeric;Title.Sentiment.Numeric
6419;1021;39;Stunning but runs small;I loved the texture and look of this skirt. very classy. but it fits tight-- i usually take a 4 or 6 on skirts depending on where the waistband hits and i could barely squeeze into the 4 and could not get it zipped. i'd need to go a size bigger in this one but now it's unavailable :(;4.0;1;1;General;Bottoms;Skirts;;;;;;;;;positive;positive;1;1
6420;903;39;Still debating;I tried on the petite in the store and loved it it's just the color kind of washes me out a bit... nut i did love hte fit and style...;5.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6421;903;33;Whimsically pink;This sweater has a retro feel to it. i like how it hits right at the hips and it's not too long or not too short. it keeps you warm and it's a nice alternative to all the drab sweaters that you would usually wear in the fall or winter.;5.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6422;1084;40;Great flowy dress;I love the unique style of this dress. the bell sleeves and the rather fitted body that poofs out at the end put the focus on these details. as for fit ... i'm a standard xs petite and the xsp fits to a tee.;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6428;903;66;Lovely soft colors;"This is a sweater i love to look at and wear for any occasion. it looks on me almost exactly like the model picture in the online photo. i'm 5'6"". i bought a small and it fits very loose and comfortable. i would suggest 1 size smaller than usual would fit well. i usually wear small for tops and medium dresses. it is great to layer with a brown or rusty copper large cardigan. it has a somewhat southwest blanket look with its colors of soft apricot and soft brown plus 1 turquoise stripe. it dresse";5.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6429;895;53;This product has a fabulous design;This product was offered in a pink color which compliments many color palettes. perfect for layering.;5.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6431;895;49;Love this sweater;I bought the gray and it is so much prettier than it appears online. i agree with a previous post that it feels lighter but that works for me because i find wool terribly itchy and this sweater is not. i love it!;4.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6435;1084;53;Lovely for fall;Love this dress! it's so soft & not to short like some retailer dresses. great transition piece! i'm a fan of bell sleeves & can't wait to wear this with boots& tights this fall.;5.0;1;1;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6436;964;70;Great quality;The malabar moto vest is made of a beautifully soft fabric and is lined on the inside. the added details - pockets and epaulets - are a plus. the vest has snaps and a zipper. the length is just right and the vest has a flattering shape.;5.0;1;1;General;Jackets;Jackets;;;;;;;;;positive;positive;1;1
6438;1080;36;5;1;0.0;General Petite;Dresses;Dresses;;;;;;;;;;;negative;negative;-1;-1
6442;964;42;Perfect for all seasons;I ordered my usual size-small. it is perfect because it has enough room to fit a thin shirt or turtleneck underneath when the weather is cooler. the material is very soft. looking forward to a lot of wear out of this vest.;5.0;1;1;General;Jackets;Jackets;;;;;;;;;positive;positive;1;1
6445;1086;77;Love love love!;I just received this in the wine color and it's gorgeous! it fits well and is very pretty. it can be dressed up or down. i can't wait until the weather warms up and i get to wear this. i have already ordered the other color! great purchase.;5.0;1;7;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6448;831;28;Poor quality. i expected much more from the material.;2;0.0;0;General;Tops;Blouses;;;;;;;;;;negative;negative;-1;-1
6450;1080;59;Lovely and comfy;I bought the xs and love it. it looks better on than in the picture. it travels well (no wrinkles after being in the suitcase) and it is generous on the sides so you can actually eat a full lunch and not feel boxed in afterwards.;5.0;1;6;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6453;831;71;Such a pretty pink feminine blouse. love the sleeves! great quality and true to size.;5;1.0;1;General;Tops;Blouses;;;;;;;;;;negative;positive;-1;1
6455;895;42;Great cardigan;Purchased this in green and love the color. it drapes well - not too long on me and hung just past my hips. it has very thin sleeves as other review mentioned to cannot wear anything bulky underneath. overall very happy with this purchase.;5.0;1;3;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6456;903;31;Bought two mine didn't work;I got this as a gift and one for me. the medium fits my mom but i got the large because i'm 6'1 and it was large enough but so short waisted. i wouldn't recommend it for women over 5'7;3.0;0;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;negative;1;-1
6457;895;35;Nice lightweight sweater;I caught this on sale and bought the light pink version. it is very lightweight and delicate. i must admit on taking it out of the box i was a little concerned at the shape / design- but once i tried it on i found it draped beautifully and was really a good buy. it is very unique and i think i could wear it with nice slacks for work or keep it more casual with jeans and a t-shirt on the weekend. the only drawback is that the material is not what you would expect from a sweater- it does feel more;4.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6458;831;37;Perfect summer top;I absolutely love this top! cute and feminine without being over the top. i basically love everything meadow rue puts out there...and this was no exception.;5.0;1;2;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
6461;170;44;This chemise is so comfortable and beautiful. can be dressed up or down and is a staple of a bohemian wardrobe. gave 4 stars for the fact that it is completely see through and requires a (not included) slip underneath. also because the super thin cotton will wear easily.;4;1.0;0;Initmates;Intimate;Sleep;;;;;;;;;;negative;negative;-1;-1
6463;854;29;Ok;I was not a fan. cute design but the sweater was not soft it felt thick like a weird blanket. the arms were small and the body was big... odd combo. the material didn't make me want to put it on. it went back.;3.0;0;1;General;Tops;Knits;;;;;;;;;neutral;neutral;0;0
6467;1184;44;Casual and dressy;I love the color of this top. it is a dark olive green and elegant. i mostly wear it under a blazer with my jeans. it fits true to size and the smocking detail is casual and elegant at the same time.;4.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
6469;1184;37;Dress up or down easily;This top is comfortable and vas easily be dressed up or down! love it;5.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;negative;1;-1
6470;862;42;5;1;0.0;General Petite;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
6471;907;41;Pretty sweater;This sweater is quite lovely. the yarn is light and delicate and the sweater is over all very feminine and figure flattering. i bought the light red color which is quite attractive and i'm not usually a fan of reds and pinks. this sweater can be worn casually with jeans or more dressed up for the office. anyone that is looking for a sweater that can be worn with almost anything should defiantly consider this one.;5.0;1;0;General;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6472;170;61;Adorable !;I saw this in the store and had to try it on. luckily i grabbed a couple sizes before heading to the dressing room since i thought it looked large but wanted to get the best look. i normally wear a large in most retailer items and if you want a really roomy look you could go for your normal size but i liked it a little more fitted and ended up getting a small. i plan to wear it over jeans or leggings. the delicate embroidery and details are so pretty. the stick out sides look a little funny but if;4.0;1;10;Initmates;Intimate;Sleep;;;;;;;;;positive;positive;1;1
6478;862;31;I like this shirt. it's quite lovely. i ordered it in mint. it's nice to have a dressy t-shirt.;3;1.0;0;General Petite;Tops;Knits;;;;;;;;;;negative;negative;-1;-1
6480;907;59;Love this sweater!;It is a great sweater that is soft but also warm i love the pretty design;5.0;1;2;General;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6481;862;61;Lightweight & shimmery;Shimmery & lightweight t-shirts. i got the aqua & brown t's. good for layering.;4.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
6482;862;50;I bought the blue and the white - the white is very sheer. the fabric is more scratchy on the outside than the inside - i wore it the whole day and it was not an issue for me.;4;1.0;0;General Petite;Tops;Knits;;;;;;;;;;negative;negative;-1;-1
6483;150;56;This product adds volume.;This jacket is very cozy but i had to send it back. i think it will be great on a taller person.;3.0;1;0;Initmates;Intimate;Sleep;;;;;;;;;positive;negative;1;-1
6489;1033;40;I knew from previous pilcro purchases to size down. went down 2 sizes and they fit perfect. this dark wash doesn't have as much stretch as some do which i prefer because they stay up all day.;4;1.0;0;General;Bottoms;Jeans;;;;;;;;;;negative;negative;-1;-1
6490;903;65;I love this little topper. it is very comfortable. it looks elegant.;5;1.0;1;General Petite;Tops;Fine gauge;;;;;;;;;;negative;negative;-1;-1
6498;1095;28;Gorgeous;I bought this in navy - it is absolutely stunning and looks like a dress on. super flattering and i don't even need to wear a bra with it;5.0;1;1;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6506;1020;43;Cutest skirt ever!;The fit on this skirt is flawless. i usually need alterations at the waist but this one was perfect for me. the buttons are so adorable and the color (orange) is vibrant and perfect for spring and summer. will wear this a lot!;5.0;1;0;General;Bottoms;Skirts;;;;;;;;;positive;positive;1;1
6507;903;35;This is now one of my favorite items in my wardrobe!! it is comfortable yet can be dressed up or down to fit any occasion.;4;1.0;0;General Petite;Tops;Fine gauge;;;;;;;;;;negative;negative;-1;-1
6511;903;43;It's in the details;This lovely cardigan is just that much more special due to the lining on the body and in the pockets. they peek out and make the sweater more interesting. i wore the black one with a lace dress with cream underlayment and the cream details on the lining worked perfectly to offset the formality of the dress and make the whole outfit casual but chic. the sweater washed in the machine and kept its shape when i hung it to dry.;5.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6512;1020;31;Great skirt;Fits great and i love the length. very cute skirt!;5.0;1;0;General;Bottoms;Skirts;;;;;;;;;positive;positive;1;1
6515;903;39;Love;"A great staple to pull out on chilly mornings. i am 5'9"" so the arm length was perfect";5.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6516;1033;43;Good quality;These jeans fit very well and of good quality . i think they need to be broken into a bit like most new jeans. overall i am happy with my purchase!;4.0;1;0;General;Bottoms;Jeans;;;;;;;;;positive;negative;1;-1
6517;903;36;This was so boxy and unflattering. i loved the lining and the fabric was very soft but it looked like i was wearing a bag. was hoping to use this as a cute top layer for dresses but it was a terrible fit. sizing down would not help this one. went back!;1;0.0;0;General Petite;Tops;Fine gauge;;;;;;;;;;negative;negative;-1;-1
6518;1020;40;Cute and comfy skirt;This skirt is really cute and very comfortable. i can dress it up for work or dress it down for casual. fun color too.;5.0;1;0;General;Bottoms;Skirts;;;;;;;;;positive;positive;1;1
6519;1033;35;Nope!;I ordered these a size up because i'd just had a baby and knew i needed a bigger size. my pre-pre baby size (chubby phase) were size 8/29. these fit like a size 4. way too small. very disappointed!;2.0;0;0;General;Bottoms;Jeans;;;;;;;;;positive;negative;1;-1
6521;1095;60;This jumper is perfect!;I saw this on line this morning and was hesitant to order one size smaller so decided to visit local anthopology store with fingers crossed they would have it in a size 4. i'm 5'5 130 and a size 6 usually in retailer clothing. not only was the size 4 perfect the fabric and quality are excellent. nice flowy pant legs and the top has a one button adjustment on the shoulder if you don't want it too low. either way worked for myself. dress up or down. this is a must!;5.0;1;1;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6526;1020;46;I was disappointed in the blue color of this skirt. i was looking for white. also felt it ran a little big.;4;1.0;0;General;Bottoms;Skirts;;;;;;;;;;negative;negative;-1;-1
6527;1020;47;Cute and comfortable!;Just got this skirt in the mail and i am so happy i took a chance and ordered it! my waist is a lot smaller than my hips so skirts can be a challenge! but this one fit me perfectly! it is casual but i can also see myself wearing this to work in the summer months. it is super flattering and very comfortable! the fabric is soft and it does have some give. i am usually a size 30 in pilcro chinos and the size 10 in this skirt fit me perfectly. so i would say it runs true to size. a great addition to;5.0;1;18;General;Bottoms;Skirts;;;;;;;;;positive;positive;1;1
6537;1095;39;So flattering;"I tried it on and it fit like a glove. i'm only 5'2"" and i can wear with heals or flats. great built in bra. i'm a c cup and i've got a bubble butt. very flattering on my figure. quality worth every penny. many compliments. work appropriate or a luncheon! my fav retailer purchase by far.";5.0;1;1;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6538;1020;51;Lovely skirt;"I bought the skirt in green in size 6 (i am 5'4"" and 143 lbs). it fit very well and was very flattering and the length was perfect. i can see myself wearing it a lot this spring and in summer.";5.0;1;1;General;Bottoms;Skirts;;;;;;;;;positive;positive;1;1
6539;1033;40;Blue jeans that fit like a dream & they were on sale.;5;1.0;0;General;Bottoms;Jeans;;;;;;;;;;negative;negative;-1;-1
6541;1091;58;Stunning one of a kind;Gorgeous dress worth every penny--one of a kind twist on a kimono!;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6542;1095;45;Stunning and so comfortable;I love this jumper!  it is absolutely gorgeous and also quite possibly the most comfortable piece of clothing i've ever owned.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6544;1095;94;Flattering! i love how it looks like a maxi dress.  fits me perfectly!;4;1.0;0;General;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
6547;1033;36;Didn't work for my body type;I really like the pilcro serif style but the stet style does not work for my body. will have to return.;3.0;0;0;General;Bottoms;Jeans;;;;;;;;;neutral;negative;0;-1
6557;1020;35;This skirt makes me look at least a size smaller. i love it! the sa was wearing it in the store and it liked great on her as well with just a plain white top. tts- got my usual 10 in green.;5;1.0;1;General;Bottoms;Skirts;;;;;;;;;;negative;negative;-1;-1
6563;1078;35;5;1;0.0;General Petite;Dresses;Dresses;;;;;;;;;;;negative;negative;-1;-1
6572;1078;52;Super cute but big;This dress is super cute. good quality. from the front it is very flattering and hangs well. from the side and back it looks huge. i ordered a size 4 and i am a normal 6 or 8. i have re-ordered the 0 and size 2 to see if there is less material (others have mentioned that the arms are smaller in the smaller size. my trouble area is my hips so i don't think this will be an issue as i am quite small on top). if not i will have it altered because it is so cute and can be worn many different ways.;4.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6573;1078;46;Agree 100% with other reviews. this dress flares a lot so it does resemble a tent. to size down causes a problem in the shoulders. i had to keep the 8 - which is what i usually wear to accommodate my broad shoulders but i love it so much i am having it altered to taper and adding the pockets you would expect a dress like this to have. at this price i am hoping it's worth it.;4;1.0;0;General Petite;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
6576;124;25;Very nice christmas present!;I bought these pants for my girlfriend for christmas. she really loved them! the material the pants are made of is very comfortable. the animals are super cute too.;5.0;1;0;Initmates;Intimate;Sleep;;;;;;;;;positive;positive;1;1
6577;336;35;I cant say enough about these pants - they are such good quality. i bought the xs. they are tight enough and don't create crease in my legs. length is perfect for my 5.1 statue.;5;1.0;0;Initmates;Intimate;Lounge;;;;;;;;;;negative;negative;-1;-1
6580;864;53;5;1;0.0;General;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
6581;1078;46;It is a beautiful top but runs huge!!! i followed other reviews and ordered a size down hoping it would work but it was totally unflattering! i wanted so bad to love it but there was no way i could keep it!!;2;0.0;0;General Petite;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
6582;124;43;Soft & cozy;Super cozy! now that the colder weather is coming i will likely be wearing these every night relaxing at home!!;5.0;1;1;Initmates;Intimate;Sleep;;;;;;;;;positive;positive;1;1
6587;818;58;Cute top for summer;I saw this shirt and new that i had to have it. i love the tassel on the back at the tie. the fabric is not too sheer. the fit is loose and will be cool this summer.;5.0;1;1;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
6589;828;42;Besutiful;Love this top!!!! it is just gorgeous and fits great!;5.0;1;5;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
6591;830;53;5;1;0.0;General;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
6592;336;68;Classy leggings;"These are very cool leggings. the cut out design really puts them several classes above a simple black legging. they can be worn with dressier tops and could be a sophisticated looking outfit. i wore them for the first time today and really loved them. i didn't feel like i was out in ""leggings"" but more like i was wearing a nice pair of pants. the fabric is soft and the cut is very flattering all over - including the rear. they are definitely sculpting and firming. they fit the same size-wise as";5.0;1;11;Initmates;Intimate;Lounge;;;;;;;;;positive;positive;1;1
6598;895;33;Sophisticated yet simple;"This cardigan can be dressed up with leggings and booties or dressed down with jeans and chucks. i love the fit of the small (5''3"" and small/medium build). would highly recommend for a dinner out or lounging around at home.";5.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6603;864;56;Something different;I love this top. i ordered it online thinking that it would be a comfy top for the weekends and i was right. the front is a heavier fabric than the whisper thin tops and yet the back is a wonderfully lightweight cotton handkerchief feel. i am petite and it fits great.;5.0;1;4;General Petite;Tops;Knits;;;;;;;;;positive;negative;1;-1
6604;1078;55;This is a great item! well made and heavier than it looks. size runs 2 sizes too small. it is great as a dress or open as a long shirt with jeans. i had my dressmaker put a dart right down the front under my breast to give a little more fit and less flare. this helps if you are curvy.;4;1.0;0;General;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
6608;828;44;Soft and sweet;I cant say enough about this top. the material is soft and comfy . very well made. the length and  size is spot on! looks great tucked in or out! very versatile. highly recommend!!;5.0;1;0;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
6609;836;68;4;1;0.0;General;Tops;Blouses;;;;;;;;;;;negative;negative;-1;-1
6614;975;69;Love! its so versatile!;I was so surprised by this jacket! i grabbed it as a last minute thought and then when i tried it on i was in love! i have a pink dress i'm going to wear it over but i also love it over a frilly off white tank or even just over a basic t. i am so excited for cooler weather. be warned its not lined or warm. its more of a shirt than a true jacket but it's perfect for fall in california. i wear a small or m and went with a medium on this one.;5.0;1;0;General Petite;Jackets;Jackets;;;;;;;;;positive;positive;1;1
6616;292;36;Super cute;Very comfortable. super cute! my husband says it's the cutest bathing suit i've ever owned (and i've owned a lot)!!!!!;5.0;1;0;Initmates;Intimate;Swim;;;;;;;;;positive;positive;1;1
6619;863;41;Cute - i ordered online;I ordered online and wear xs- m. i ordered a small but it seems big. i have to drive 1+ hour to a store so i do a lot of online ordering. i'm thinking of returning for smaller size. may make a road trip- have several items to return! i hate paying shipping to buy and shipping to return if it doesn't work!;3.0;1;2;General;Tops;Knits;;;;;;;;;negative;negative;-1;-1
6620;975;61;This jacket is perfect for fall! lightweight and easily worn over other tops or layers. looks great with jeans!;5;1.0;0;General Petite;Jackets;Jackets;;;;;;;;;;negative;negative;-1;-1
6621;907;37;Great features;Didn't notice the zipper in the back when i ordered this so it was a nice surprise;4.0;1;0;General;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6637;863;34;Love it;"This top is awesome. i purchased the gold color in a small. fits perfectly and true to size; sleeves are nice and long. definitely recommend!";5.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
6639;863;53;4;1;0.0;General Petite;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
6640;830;57;Beautiful;I would highly recommend this top. it is beautiful and it helps to hide problem areas. much prettier than the picture depicts. i am very happy with this purchase. can't wait to wear with black or white capris this summer.;5.0;1;3;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
6642;863;40;Love it!;Very flattering on. fitted on top with a loose swingy bottom. like most retailer tops it does run a little big. i would size down if between sizes. the material does seem a little fragile so i'm not sure how it will hold up. i like the look/fit enough that i may get a 2nd color.;5.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
6643;863;39;5;1;0.0;General Petite;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
6646;975;39;Great jacket- so unique!;I love this jacket. i have worn it twice and gotten compliments both times. the details on the sleeves are so unique and interesting. it fits tts. i am typically an xl and i ordered that size- i can wear a long sleeve collared shirt underneath so it is perfect for me. the pictures on the website don't do it justice. it looks much nicer in person.;5.0;1;5;General Petite;Jackets;Jackets;;;;;;;;;positive;positive;1;1
6647;294;39;Super comfy;"These pants are super comfy and fit true to size. i went up to a size large because i wanted them extra roomy and longer. i'm 5'10"" and 140lbs and generally wear a size 6-8 in pants. i highly recommend them for stylish and comfy lounge pants!";5.0;1;2;General Petite;Intimate;Lounge;;;;;;;;;positive;positive;1;1
6648;863;54;Love this top;I got the ivory. it's very cute under the split back cloth & stone button down denim in slightly oversized top (i wear sm but bought the med in the denim button down). this top in ivory runs true to size but the dark colors in sm fit like a medium. the top snags easily. it 's pricey but i love it.;5.0;1;9;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
6649;975;31;Runs small and looks different in person;I ordered this online and was disappointed when it arrived. it didn't look quite like it does in the photos online. it also runs small. i returned it because i did not feel it was worth the high price.;2.0;0;1;General Petite;Jackets;Jackets;;;;;;;;;neutral;negative;0;-1
6650;1085;41;Manufacturing process incomplete;Only one sleeve is folded twice and sewed. meh.;1.0;0;0;General;Dresses;Dresses;;;;;;;;;negative;negative;-1;-1
6654;977;52;Hideous looking;Does not look like the picture. lined with a cheap denim fabric inside that shows when arms are rolled up. i normally always fit in mediums and this jacket is so small in the arms as well as body that it fit like a xs.;2.0;0;1;General Petite;Jackets;Jackets;;;;;;;;;positive;negative;1;-1
6655;975;45;Love this jacket!!!;I tried it on in the store & loved it but didn't purchase. then the retailer sale happened so i had to order it. it's lightweight and perfect for southern california. the embroidery adds funk and femininity. i'm 45 and feel like this works well for any age. i'm typically a large or 12 and the large fit perfect. i can't wait till the temps drop so i can wear it!!!;5.0;1;1;General Petite;Jackets;Jackets;;;;;;;;;positive;positive;1;1
6657;975;50;Cute comfortable great details;Super comfortable and on trend with the embroidery and beading - wore it day after i received to the airport over tee shirt & jeans and got compliments left and right - love it!!;5.0;1;1;General Petite;Jackets;Jackets;;;;;;;;;positive;positive;1;1
6660;909;41;Beautiful!;I found this at my local retailer. it is a beautiful unique sweater. it fits nicely a bit longer in the back and a tad loose on the bottom. i've gotten loads of compliments as it's truly special. i'm not sure why it's not sold out yet!;5.0;1;0;General;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
6667;1085;50;Interesting piece;"I couldn't believe how fast this dress sold out when they were having the fall promotion; they had just put it on the website and it sold out in my size in a matter of hours!  i just received the dress today and really like the practicality of it.  you can easily dress it up or down and it still looks sheek either way.  what i didn't like about the dress was that the material is a little flimsy compared to how it looks in the picture.  i am on the fence regarding if i will keep it.";3.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6668;975;48;Love!;A fabulous light weight jacket. love the detail and fit is perfect and comfortable. the jacket was not so interesting on the display table but once tried on it became mine and i suspect this is going to sell out. i really love the light color denim trim on the lapels. a keeper!  i purchased a medium and that is my standard size in retailer jackets.  for reference: 34 dd  and 145 pounds and 5'4 height.;5.0;1;1;General Petite;Jackets;Jackets;;;;;;;;;positive;positive;1;1
6671;975;41;Perfect fit;True to size and fits great. the sleeves are the perfect size and it's so versatile.;5.0;1;4;General Petite;Jackets;Jackets;;;;;;;;;positive;positive;1;1
6674;975;53;Just purchased tonight and love i this little jacket.  the embroidery and beading down the sleeves is such an interesting touch yet neutral enough to wear with just about everything this fall.  runs tts.;5;1.0;1;General Petite;Jackets;Jackets;;;;;;;;;;negative;negative;-1;-1
6682;975;22;5;1;0.0;General Petite;Jackets;Jackets;;;;;;;;;;;negative;negative;-1;-1
6685;830;54;Beautiful;Colors are very vibrant! lays very nicely on the body.;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
6703;1100;51;Swing dress;"This dress is made well and fit nice. i am 64"" and 135 lbs. i really wanted it keep it but it is going back. the colors in person are much more muted and with my pale blonde hair and fair skin the color was all wrong.";4.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6704;1080;25;Amazing;Perfect summer dress! this is a must buy! it can be dressed up or down;5.0;1;2;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6708;865;27;Drapes so beautifully;I wasn't sure about this top but i had a feeling i needed to at least try it on. it drapes so beautifully and the keyhole neck is a lovely little touch. i love the asymmetric hemline and the fabric is incredibly soft. as far as the fit goes i found that it did run slightly small.;5.0;1;0;General;Tops;Knits;;;;;;;;;positive;negative;1;-1
6710;844;62;I'm wearing the hadley tunic for my birthday!!!!;Love this top! tried on a small in the store as it was the only size the had. the sales person ordered me a medium on line. i am wearing it tomorrow for my birthday! the stretch fabric is very flattering.;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
6713;1080;47;Thick material;I love the look of this dress and i love the way it is cut. the one thing i do not love is the thickness of the material. it is just too much for a summer dress. it just felt heavy and hot. i still love this brand so i am hopeful for a few more great options to come out before summer is over.;3.0;0;5;General Petite;Dresses;Dresses;;;;;;;;;positive;negative;1;-1
6717;1080;41;Absolutely love everything about this dress. unlike many other dresses i've ordered from retailer it fits me in the chest (34c). it's very flattering. love the lace up front and the fabric is like a soft lined linen. can't wait to wear it. i got the s regular. if i was any bigger in the chest or through the ribs tho it would be too small. i almost ordered the medium and was certain i would end up needing a bigger size but the small turned out just right. like it was made for me;5;1.0;9;General Petite;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
6718;1033;26;Comfy jeans;My review isn't really about the jeans! i want the top!;4.0;1;1;General Petite;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
6720;865;56;My go-to top!;This is my very shirt i have ever bought at retailer! it's very comfortable and fashionable.;5.0;1;0;General;Tops;Knits;;;;;;;;;positive;negative;1;-1
6726;878;64;Great tunic!  i get compliments every time i wear it. :);5;1.0;0;General Petite;Tops;Knits;;;;;;;;;;negative;positive;-1;1
6727;1100;39;Perfect dress;I absolutely love this dress. it's flattering and feminine. you will love it. it runs large so size down.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
6741;1111;58;Saw this in the store and just had to have it. beautiful design. fits perfectly. looks nice with a belt as well.;5;1.0;0;General;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
6743;1100;46;5;1;0.0;General;Dresses;Dresses;;;;;;;;;;;negative;negative;-1;-1
6750;1080;32;5;1;0.0;General Petite;Dresses;Dresses;;;;;;;;;;;negative;negative;-1;-1
6751;844;41;Stunning!;Love this tunic...and so do others! so many compliments already!! i've worn it with skinny jeans as well as flowy black pants. it needs a cami underneath since it's sheer. i also like to wear it with my long retailer necklaces!;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
6756;1100;34;Picture is misleading;This dress is navy and neutral stripes. not black and white. it fits true to the size width wise but is 2-3 inches shorter than the picture. to gain the length you might want to size up but it will be wider. the knot at the hip is beautiful and very flattering.;4.0;1;3;General;Dresses;Dresses;;;;;;;;;positive;negative;1;-1
6760;831;39;Love it!;I had this in my cart for a while online and ended up finding it in store. the medium fit good and looked great. i can't wait to wear it with a great pair of leggings. i did have to buy some static spray as it was sticking to my leggings i had on that day buying it.;5.0;1;2;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
6763;818;49;Pretty colors;Loved loved loved the shirt but...the material was so thin;2.0;0;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
6774;1033;40;Not for me but cute;These are a wonderful trouser style pant. i love fitted than flared denim so this fit isn't my top pick but it's a cute style! thick quality denim fabric with a medium rise cut.;3.0;1;0;General Petite;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
6775;995;30;I loved this skirt. the material is so fun and a love the pattern. unfortunately they didn't have the size i needed so it had to go back to the store;5;1.0;0;General;Bottoms;Skirts;;;;;;;;;;negative;negative;-1;-1
6778;1044;55;Love the look but.....;I ordered this in a regular medium even though i am short i never order petite pants as the crotch is always too short...but this crotch is very long.....i have exchanged for a medium petite and hopefully that will work. i have last years short denim romper by the same brand and did not run into this issue.;4.0;1;3;General Petite;Bottoms;Pants;;;;;;;;;positive;positive;1;1
6779;1044;45;Spring and summer gotta have it;I am so happy i ordered this jumpsuit. it is exactly as pictured and has a very flattering fit. the fabric is light and it's very well made. great length for dressing up with heals or dressing down with flats. i love it!;5.0;1;1;General Petite;Bottoms;Pants;;;;;;;;;positive;positive;1;1
6781;877;43;Cute top!;This top is very flattering and the silver line details give it a great pop of color!;4.0;1;2;General;Tops;Knits;;;;;;;;;positive;positive;1;1
